	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
MSMB4LXS	0.221938978	0.340387284	0.014534198	0	0.021764519	0.002192199	0.001876845	0	0.00171017	0	0.001771274	0.045407767	0.000474914	0.001491808	0.001519117	0	0	0	0	0	0	0	0.04696162	0	0	0	0	0.026574654	0	0	0	0	0	0	0	0.000294741	0	0	0	0	0	0	0	0	0	0.00665601	0.001837923	0	0	0	0	0	0.000366831	5.07453E-05	0	0.000684173	0	0.008570731	0	0.000629765	0.219614946	0	0	0	0	0.011263268	0	0	0	0.00043934	0	0	0	0	0	0	0	0	0	0	0	0	0.00030918	0	0.001821915	0	0.003184296	0	0	0.000395081	0	0	0	0	0	0	0	0	0	4.87574E-05	0	1.53805E-05	0.000131938	0	0	0	0	0.00495421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009761311	0	0	0	0	0	0	0.000364111	0	0
MSMB4LXW	0.170692587	0.163217641	0.072336378	0	0.045874825	0.015712554	0.002891892	0	0.081868484	0.025860192	0.008117933	0.026110168	0.000485562	0.023542981	0.0012242	0.004998317	0	0.001559421	0.007819467	0	0.000421794	0	0.004233995	0.067500136	0	0	0	0.029129816	5.65713E-05	0.000246102	0.00028175	0	0	0	0	0	0	0	0.002966176	0.001959406	0.003345902	0.007045845	0.00120239	1.02958E-05	0	0.001225307	0.011332204	0	0.000856763	0	0	0	0.006083136	0.000146355	0	0.000483347	0	0.001369115	0.000217761	0.001567281	0.157964919	0	0	0	0	0	0	0	0	0.006336212	0	0	0	0	0	0	0	0	0	0	0	0.005282945	0.000489326	0	0.003308926	0	0.001165193	0.002282228	0	0.000376183	0	0	0	0	0	0	0	0	0	0.000209679	0	0.001049061	0.004321785	0.000191966	0	0	2.35806E-05	0.00058863	0	0	0	0	0	0	0	9.52081E-06	0	0.000105172	0	0	0	9.01156E-05	0	0	0	0	0	0	0	0	0.000428326	0	0	0.017572877	0	0	0.001827996	0	0	0	0.00027865	0.000596047	0	0	0	0	0.000649519	0	0.000857095	0	0
MSMB4LXY	0	0.088476262	0.105939493	0	0	0	0.000132642	0.087538622	0.04025856	0.082200934	0	0	0.000184225	0.012361477	0	0.003852075	0	0	0	0	0	0	0	0.087266351	0	0	6.36528E-05	0.002778108	0	0	0	0	0	0.008383367	0	0.000306448	0.002314116	0.001187169	0.011415706	0.013981765	0.000114982	0.006847187	0.013786106	0	0	0	0.039187643	0	0.019382979	0	0	0	0.002898934	0.011283064	0.000574019	0	0	0.040230609	0	0.021266645	0	0	0.005889346	0.018110177	0	0	0	0	0	0.023951752	0	0	0	0	0	0.000375183	0	0	0	0	0	0.042729585	0.002742661	0	0	0.000440488	0.009452252	0.043803933	0	0	0	0	0	0	0	0	0	0	0	0.004316702	0	0.002978469	0.024910229	0.000310768	0	0	0.001207752	9.45263E-05	0	0	0	0	0	0	0	0.097170143	0	0	0	0	0	0.000131371	0	0	0	0	0.005106328	0	0	0	0	0	0	0	0	0	0.000425623	0	0	0	0.00354334	0.003471174	0	0	0	0	0	0	0.004625056	0	0
MSMB4LYB	0	0.123816981	0.23233801	0	0	0	0.000514681	0.052403133	0.071804162	0.073312488	0	0	0	0.035937207	0	0.007986488	0	0	0	0	0.000191499	0	0	0.100773485	0	0	0.001432479	0.004087864	7.97196E-05	0	0	0	0	0.00269433	0	0	7.81059E-05	0.004016966	0.000115653	0.036166684	0.010010679	0.005834488	0.007533453	0	0	0	0.004693669	0	0.004928525	0	0	0	0.005523356	0.009189599	0.000737595	0	0	0.002958341	0	0.009895241	0	0	0.014218499	0.01977768	0	0	0	0	0	0.003435583	0	0	0	0	0	0.000494025	0	0	0	0	0	0.011386676	0.002014615	0	0	0.000313069	0.003530687	0.020843836	0	0	0	0	0	0	0	0	0	0	0	9.25221E-06	0	0.001168684	0.008637048	0.002637849	0	0	0.000715433	8.03651E-05	0	0	0	0	0	0	0	0.07748416	0	0	0	0	0	0.001172664	0	0	0	0	0.006569609	0	0	0	0	0	0	0	0	0	0.014138672	0	0	0	0.000483374	0.00043679	0	0	0.000289293	0	0	0	0.001107253	0	0
MSMB4LYH	0.051171495	0.182381379	0.03741839	0	0.0421787	0.009494466	0.005728943	0	0.011599039	0.012906193	0.014068773	0.005482691	0.000313712	0.025461277	0.005055079	0.000661521	0.051334523	0.000467452	0.005540129	0	0	0	0	0	0	0	0.004216843	0.021581366	0.054417872	0.001981018	0.00117419	0.009815267	0	0.000322633	0	0	0	0.00113655	0.018059651	0.006001104	0.000186859	0.043309628	0.006262388	0.005332129	0.004038906	0.009988438	0.051540691	0	0.00163602	0	0	0	0.022461031	0	0.001676227	0.000257251	0	0.001699692	0.002687512	0.030261305	0	0	0.004157083	0.008060581	0	0	0	0.000184292	0	0.02980693	0	0.012082744	0.003750369	0	0.001730366	0.000650889	0	0	0	0	0.006858649	0.001664617	0	0	0.003103147	0.000573408	0.007410426	0.001724256	0.003981101	0.011954791	0	0	0	0.005970796	0.004164293	0	0.001511244	0	0	0.004317055	0	0.028566991	0	0	0	0	0.000529534	0.000287315	0.000471118	0.014747403	0.003012712	0.000490549	0	0.040203181	0	0	0	0	0	0	0.001344184	0.010345901	0	0	0	0.005761695	0	0	0	0	0.003715295	0	0	0.005528031	0	0.000452053	0.000163883	0	0	8.54245E-05	0.000576341	0.003719939	0	0	0.003118179	0	0	0	0.001914903	0	0
MSMB4LZ4	0.154596531	0.31128749	0.033940264	0	0	0.006717572	0.02275911	0	0.078924048	0.019848497	0.00854678	0.003886255	0	0.049908556	0	0.056972481	0.028566508	0.010040222	0.004511007	0	0	0	0	0	0	0.001226386	0.062003989	0	0	0	0.000385892	0	0	0.002208185	0	0	0	0.002648742	0	0	0.00674404	0	0	0	0	0.014445789	0.006123501	0	0.01160032	0	0	0	0.00240837	0.000432886	0	0.057686684	0	0.00111522	0	0.000759037	0	0	0	0.00207066	0	0	0	0.004601323	0	0	0	0	0	0	0	0.000253012	0	0	0	0	0	0.001216122	0.000677364	0	0.000373144	0.001207048	0.000403502	0	0	0	0.000248691	0	0	0.014567002	0	0	0	0	0	0.002661814	0	0.000794255	0	0.000759037	0	0	0.000250095	0.002573768	0	0	0	0	0.001204023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001807601	0	0	9.88498E-05	0	0	0	0	0	0.001124835	0	0.000399612	0	0	0	0	0	0	0.002413879	0	0
MSMB4LZ8	0.249483783	0.074992695	0.068072927	0	0	1.24805E-05	0.004578929	0	0.108056436	0.05084936	0.014806232	0.010342317	0.010533613	0.025100672	0.007429422	0.007753483	0	0	0.023203535	0.025618503	0	0	0.010226873	0	0	0.018537566	0.008699739	0	0	0.003836987	0	0.035926177	0	0.002671571	0.028877301	0	0	0.002134373	0.004800457	0.001252026	0.010222139	0.011561959	0.004315656	0.003979867	0	0	0.014336817	0	0.004483389	0	0	0	0.007338939	0	0.000495022	0.000149443	0.049440574	0.012238163	0	0.004501249	0	0	0	0.003662261	0	0	0	0.000385711	0	0.005603402	0	0	0	0	0	5.57317E-05	0	0	0	0	0.003280854	0.012335425	0.000894397	0	0.000253052	0.003239969	0.003818912	0.002702234	0	0.000150949	0.000319758	0	0	0.007785868	0	0	0	0	0	0.000149443	0	0.001371882	0	0.00012545	0	8.38127E-05	0.000312334	0	0	0	0.000105546	0	0.001944584	0	0	1.93662E-06	0	0.000466511	0	0	0	0.004330611	0	0	0	0.002529659	0	0	0	0	0.001240299	0	0	0.000213028	0	0	0.000379793	0	0	0.000770238	0.003150777	0.009907546	0	0	0	0	0.007567353	0	0	0	0
MSMB4LZC	0.35715659	0.022498128	0.02632754	0	0	0.000619005	0	0.003636021	0	0.018438185	0	0.033534328	0.013641599	0.000902599	0.009385218	0	0	0	0	0	0.000260788	2.78852E-05	0	0.088222992	0	0.021864785	0	0	0	0	0.012414991	2.25791E-05	0	0.00536095	0	0	0.005324033	0.005475313	0	0.000470774	0	0.003322737	0.012817915	0.000842538	0	0	0.01280448	0	0	0	0.203799178	0	0	0.009483324	0	0	0	0.005228975	0	0.00870254	0	0	0	0.035437857	0	0	0	0.013623536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002367642	0.001697946	0	0	0	0	0.000983996	0.002204508	0	0	0	0	0	0	8.10589E-05	0	0	0.019486419	0.001699188	0	0	0.005680895	0	0	0	0	0	0.024980924	0	0	3.68039E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004158162	0	0.001730122	0	0	0	0.003244952	0	0	0	0
MSMB4LZK	0.138601923	0.007828738	0.055530491	0	0.178719337	0.044769367	0.015930743	0	0.012069722	0	0.036814451	0.051315009	0.004351147	0.002058627	0.018461644	0	0	0.013743491	0.015660537	0	7.08922E-05	1.48925E-05	0.012320547	0.020338399	0	0	0	0	0	0	0.005859568	0	0	0.000668936	0	0	0.000799296	0.004683575	0	0	0	0	0	0.001787094	0	0	0.000208392	0	0	0	0	0	0.000859886	0	0	0	0	0.000210534	0	0.00051022	0.344090241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149639	0	0	0	0	0	0	0.002374326	0	1.66265E-05	0.001013809	0.000560303	0	0	6.7118E-05	0	0.000113937	0.000296115	0	0	0	0	0	0	0	0	0.000222265	0.003259713	0.000353645	0	0.000327532	0.000331612	0	0	0	0	0	0	0	0	8.26225E-06	0	0	0	0	0	0.000415663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001852682	0	0	0	0.00021135	0.0001477	0	0	0	0	0	0	0	0	0
MSMB4LZP	0.341063848	0.10929047	0	0	0	0	0	0.048863968	0	0	0	0	0	0	7.20531E-05	0.206520637	0	0	0	0	4.76939E-05	0	0	0.004482319	0.05870087	0	0.004611741	0	0	0	0	0	0	0.007184937	0	4.66695E-06	0.001149435	0.017244486	0.000547854	0	0.004392167	0	0	0	0	0	0.003600152	0	0	0	0	0	0	0.002030236	0	0	0	0	0	0.012454718	0	0	0	0.01251425	0	0.000203411	0	0.001859494	0	0	0	0	0	0	0	0	0	0	0	0.114200441	0	0	0	0	0	0.01165519	0.003391277	0.005627656	0	0	0	0	0	0	0	0	0	0	0	0.001494789	0	0.000768225	0	0	0	0.001300826	0	0.011211261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01006046	0.003450468	0	0	0	0	0	0	0	0	0	0
MSMB4LZR	0.59026472	0.031159624	0	0	0	8.4617E-05	0	0.03524404	0	0	0	0	0	0	0.000134565	0.081322112	0	0	0	0	7.42749E-05	0	0	0.02664895	0.124121981	0	0	0	0	0	0	0	0	0.015373852	0	0	0.002399245	0.004215455	0.00359587	0	0.0019154	0	0	0	0	0	0.007642678	0	0	0	0	0	0	0.003363056	0	0	0	0	0	0.000750036	0	0	0	0.010734372	0	0	0	0.015469399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015468106	0.004622791	0.004267165	0	0	0	0	0	0	0	0	0	0	0	0.001954065	0	0.002004835	0	0	0	0.008372147	0	0.007850225	0	0	0	0	0	0	0	2.06842E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072183	0	0	0.000203903	0	0	0	0	0	0	0	0
MSMB4LZV	0.020191264	0.199192622	0.024149061	0	0.001183408	0.072212032	0	0	0.021954548	0.010272996	0.001783292	0.001592629	0.006281891	0	0.003133119	0.067142031	0.012043106	0.004213663	0.003874588	0	0	0	0.008627405	0	0	0.010847811	0.017057909	0.043453504	0.036788168	0.00619115	0	0	0	0	0.031426169	0	0	0	0.005529124	0.010903833	0.003452422	0.023649923	0.00100828	0.000886938	0.006883305	0.010933257	0.000296941	0	0.00147776	0	0	0	0.006112177	0	0.000760653	0.003196438	0	0	0.18299623	0.000542096	0	0	0.000649786	0	0	0	0	0.008107318	0	0.0128619	0	0	0	0	0	0.006197034	0	0	0	0	0.000680151	0.000597059	0.000446176	0	0	0	0.006176791	2.51864E-05	0.002371289	0	0	0	0	0	0.040797515	0	0	0	0	0.000840567	0.001495296	0.001090783	0.003648734	0	0	0	0	0.001265323	0	0.00622481	0.003405579	0	0	0	0	0	0	2.10671E-05	0.001515539	0	0.000279287	0.007446704	0	0	0	0.007023949	0	0	0.017071679	0	0	0	0.006769142	0	0	0	0.000125108	0	0	0.000487604	1.42409E-05	0.000122637	0	0	0	0	0	0	0	0	0
MSMB4LZX	0.031836721	0.201812448	0.040790676	0	0.002463133	0.067808026	0	0	0.028775252	0.020386441	0.004766617	0.001760805	0.016258166	0	0.014896546	0.07807678	0.013545653	0.005789252	0.008058408	0	0	0	0.009706008	0	0	0.013273682	0.017112696	0.065336564	0.001254851	0.014195732	0	0	0	2.92794E-05	0.013572282	0	0	6.65098E-05	0.003931648	0.005391582	0.002372897	0.013581243	0.00374171	0.003268696	0.006376734	0.017419752	0.001249803	0	0.008009694	0	0	0	0.006738436	0	0.004120702	0.00314022	0	0.000244206	0.073357616	0.000218712	0	0	0.003907922	0.001019227	0	3.30656E-05	0	0.00337332	0	0.015570983	0	0	0	0	0	0.006179476	0	0	0	0	0.005601586	0.00028131	0.001433304	0	0.000408398	0	0.00207253	0	0.006612862	0.000342645	0	0	0	0	0.052551798	0	0	0	0	0.000561105	0.00039868	0.000658914	0.001415257	0	0	0	0	0.002786216	0.000376594	0.018659711	0.009280573	0	0	0	0	0	0	0.0006208	0.001241852	0	0.001194778	0.006607057	0	0	0	0.008619261	0	0	0.010033635	0	3.73565E-05	0	0.009479471	0	0	0	0.000638468	0.002571669	0	0.00049245	0.000188802	1.27467E-05	0	0	0	0	0	0	0	0	0
MSMB4LZZ	0.083734994	0.087172637	0.067246164	0	0.010063582	0.122544782	0	0	0.010255871	0.037912367	0.009804396	0.006583037	0.012090629	0	0.017758444	0.0140029	0.040222816	0.008697327	0.010626848	0	0	0	0.016261821	0	0	0.047958811	0.009986844	0.015932863	0.122822766	0.021836753	0	0	0	0.000532526	0.006395724	0.000302752	0	0.000534184	0.002158741	0.001926093	0.000337251	0.050977819	0.00927939	0.004464877	0.002604355	0.037712449	2.21148E-05	0	0.005258358	0	0	0	0.002441479	0	0.001959928	0.001529905	0	0	0.007504342	0	0	0	0.003551644	0.000348419	0	0.000135675	0	0.001827792	0	0.003539924	0	0	0	0	0	0.001148756	0	0	0	0	0.004075766	1.16103E-05	0.000239393	0	0.00010007	8.10509E-05	0.001627321	0	0.004288179	5.78303E-05	0	0	0	0	0.021704838	0	0	0	0	0	0.000110353	0.000323319	0.0010091	0.000101507	0	0	0	0.001661599	0.00028307	0.006694164	0.000196159	0	0	0	0	3.273E-05	0	0.007603416	0.004418215	0	0.000876411	0.000995942	0	0	0	0.007748158	0	0	0.009489702	0	0	0	0.003036258	0	0	0	0	0.002510035	0	0.000553092	6.53494E-05	9.42092E-05	0	0	0	0	0	0	0	0	0
PSM6XBQM_P	0.209015057	0.08981822	0.131173186	0.00074048	0.000200863	0.038841893	0.003938227	0	0.004531697	0.007353666	0.023028509	0.01525911	0.066236088	0	0.001890614	0	0.139024016	0.005125059	0	0.000185337	0	2.08464E-05	0.017505958	0.00022475	0.038546569	0.003277658	0	0.001289761	0	0	0.004258631	0	0	0.000517251	0	0.004286427	0	0.000450911	0.00019348	0.004593911	0	0.00063006	0.002570944	0.001532751	0	0	0	0	0.002254014	0	0	0	0.000454603	0	0.003097098	0.159958225	0	0.002516874	0.000101409	3.99555E-05	0	0	0.000423985	0	0	0.001425914	0.0040645	0.000141582	0	0.000194566	0	0	0	0	0	0	0	0	0	0	0	0.00128292	0.000543091	0	0	0.000344399	3.01838E-05	0.000154611	0	0	0	0	0	0	0	0	0	0	0	0	0.003474504	0	0.001201489	1.3789E-05	0	0	0	0.000782716	0	0	0	0	0	0	0	3.69154E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000337776	0	0	0	0	0	0	0.000474906	0	0	0.00010282	0.00031845	0	0	0	0	0	0	0	0	0
PSM6XBQS	0.402716403	0.017267374	0.14785023	0	0	0.103828816	0.002321985	0	0.020512307	0.021472884	0.03282846	0.003737383	0.062617366	0	0.001250375	0	0.03838011	0.006965302	0	0	0	0	0.002230149	0	0.002608839	0.002549723	0.004318616	0.002409568	0	0	0.005479336	0	0	2.75946E-05	0	0.003724404	0	0.000355895	0.006894625	0.003275691	0	0.002919797	0.001767475	0.000463437	0.003260858	0	0.003511718	0	0.004852512	0	0	0	0.001360754	0	0	0.001930534	0	0.003186363	0	0.022522898	0	0	0.005307224	0	0	0.001031145	0	0	0	0.004040161	0	0	0	0	0	0.01091079	0	0	0	0	0.016379219	9.24911E-05	0.000174839	0	0	0	0.000518299	0	0.000113869	0	0	0	6.29332E-05	7.10044E-05	0.000529315	0	0	0	0	0.001069756	0.001833244	0.003330662	0.001458699	0.000375636	0	0	0.005045675	0	0	0	0	0	0	0	0	3.83925E-05	0	0	0	0	0	0.000655182	0	0	0	0	0	0	0	0	0.002561612	0	0	0	0	0	0.000429189	0.000326882	0	0	0.000374655	0.001680764	0	0	0	0	0	0	0.000156624	3.19574E-05	0
PSM6XBQU	0.151600495	0.098738808	0.161017953	0	0	0.111188719	0.000588044	0	0.015934651	0.038082743	0.011390349	0.005952983	0.019832531	0.028318123	0.006901776	0	0.128749789	0.025238347	0	0	0	0	0.005310476	0.001358938	0.015521627	0.021356126	0.013772809	0.003290031	0	0	0.013785935	0	0	0	0	0.000963992	0	3.29314E-05	0.006259614	0.005626087	0	0.004687197	0.010168893	0.003318356	0.007361089	0	0.001118516	0	0.000265984	0	0	0	0.001156168	0	0.008262902	0.013932514	0	0.008911743	0.000117908	0.00259755	0	0	0.00380254	0	0	0.000979652	0	0.001159277	0	0.002441529	0	0	0	0	0	0.004322304	0	0	0	0	0.008643571	0.001438618	0.000383432	0	0	6.65537E-05	0.001976575	0	0.001530849	0	0	0	0	0.001282367	0.002920186	0	0	0	0	0.000835951	0.001182076	6.19479E-05	0.000826739	0	0	0	0	0.000644005	0.000122514	0.009898879	0	0	0	0	0	1.15145E-05	0	0	0	0	0.000137253	0.00047762	0	0	0	0	0	0	0	0	0.000147616	0	0.000217163	0	0	0	5.75724E-06	0	0	0	0.001261296	0.000186995	0	0	0	0	0	0	0.000272317	5.02031E-05	0
PSM6XBQY	0.234284531	0.079290016	0.122970135	0	0	0.143136364	0.007914268	0	0.021336645	0.05269795	0.033216281	0.004468455	0.046077661	0	0.00240245	0	0.044521505	0.004942968	0	0	0	0	0.001903507	0.001357015	0.004586892	0.004290907	0.035338778	0.000235785	0	0	0.000560997	0	0	0	0	0	0	0	0.004211513	0	0	0	0.001084478	4.91854E-05	0.000484656	0	0.023070676	0	0	0	0	0	0	0	0.023083763	0.015397863	0	0	0	0.012459718	0	0	0.003736127	0	0	0.001314482	0	0	0	0.004945368	0	0	0	0	0	0.006537949	0	0	0	0	0.008468503	0	0	0	0	0	0.000419766	0	0	0	0	0	0	0	0	0	0	0	0	0.008415065	0.002030561	0.011489206	0	0	0	0	0	0.001435864	0	0.009125035	0	0	0	0	0	0	0	0	0	0	0	0.000373089	0	0	0	0	0	0	0	0	0.001157656	0	0	0	0	0	0	0	0	0	0.008462505	0.006713861	0	0	0	0	0	0	0	0	0
PSM6XBQY_TR	0.218943931	0.082140284	0.132164735	0	0	0.149813187	0.009138913	0	0.016972663	0.066720847	0.037536465	0.005075187	0.038328957	0	0.002864273	0	0.047896594	0.008744721	0	0	0	0	0.004926172	0.001511141	0.003979446	0.004157665	0.021312433	0.00094073	0	0	0.001985392	0	0	0	0	0.000461482	0	0.001091078	0.003073916	0	0	0	0.003231704	0.001225547	0.003122774	0	0.010250866	0	0.000282818	0	0	0	0.000508451	0	0.009042419	0.016388704	0	0.000861225	0	0.008477781	0	0	0.006475955	0	0	0.001789407	0	0	0	0.004104255	0	0	0	0	0	0.008469009	0	0	0	0	0.011064455	1.52125E-05	0.000953388	0	0	0	0.000900866	0	0.001287507	0	0	0	0.000151125	0.000378868	0	0	0	0	0	0.007231137	0.002040801	0.008204512	0.000441161	0	0	0	0	0.002408898	0.001001913	0.011139295	0	0	0	0	0	0	0	0	0	0	0	0.002159947	0	0	0	0	0	0	0	0	0.002864162	0	0	0	0.000142131	0	0.000241734	0.000614383	0	0	0.00637502	0.006372355	0	0	0	0	0	0	0	0	0
PSM6XBR1	0.193043665	0.061922622	0.114948885	0	1.23009E-05	0.062363665	0.061821797	0	0	0.05623889	0.021502004	0.008303499	0.047520105	0	0.005026845	0	0.144920293	0.033331118	0	0	0	0	0.0061437	0.000189454	0.041882948	0.005228495	0.015363771	0.004350929	0	0	0.019836762	0	0	0.000813749	0	0.002452917	0	9.99839E-05	2.31298E-06	0.002711445	0	0.001587862	0.012111508	0.004254625	0	0	0.001763964	0	0.000850336	0	0	0	0.004480456	0	0.012748525	0.012846826	0	0.007381881	0	0.000276296	0	0	0.008458049	0	0	0.00133049	0	0.000267675	0	0.000374177	0	0	0	0	0	0	0	0	0	0	0	0.002410863	0.000236765	0	0	0.001602686	0.000997	0.00027924	0.001552747	0	0	0	8.41084E-05	0	0	0	0	0	0	7.87465E-05	0.000724068	0.00027924	0.001471897	0	0	0	0	0.003086779	0.001186455	0	0	0	0	0	0	1.68217E-06	0	0	0	0	0.000102402	0.001300106	0	0	0	0	0.003023593	0	0	0	0.000122588	0	0	0	0	0	4.81521E-05	0.000590546	0	0	0.001343422	0.000247069	0	0	0	0	0	0	0	0.000465014	0
PSM6XBRK_P	0.267305987	0.023204717	0.074526827	2.08829E-05	0.099917889	0.010889637	0.028149406	0	0.014173234	0.000109185	0.013456219	0.032602552	0.003813302	0.011124437	0.000876446	0	0.127708788	0	0.003949624	0	0	5.85145E-05	0.047390083	0	0.036487831	0	9.82662E-05	0.001144107	0	0.004997267	0	0.017288497	0	0.001585722	0.008501778	0.000358825	0	0.000140032	2.69252E-05	0.020684247	0	0.004289157	0	0.005250618	0	0	0.000580375	0	0.007782961	0	0	0	0.001402758	0.000146604	0	0.02196616	0	4.50519E-05	0	0.00091853	0	0	0	0	0.012071482	0.000420944	0	0	0	0.00083892	0	0	0.011093166	0	0	0.001054745	0	0	0	0.040327317	0	0.001242374	0.002067513	0	0.000239994	0.002243587	0.000459954	0.001384102	0	0	0	0	0	0.012279569	0	0	0	0	0	0.001686427	0	0.000289816	0.001331099	0	0	0	0.000271054	0.005874455	0	0	0	0	0.000680867	0	0	3.06353E-05	0	0	0.000154555	0	0	0.00135177	0	0	0	0.000860863	0	0	0	0	0.000587901	0	0	0	0	0	0.002870498	0	0	0	0.001794657	0.001852536	0	0	0	0	0	0	0.001665756	0	0
PSM6XBRK	0.326090829	0.012329416	0.06901716	0	0.090990597	0.0107178	0.027900901	0	0.019654036	0	0.0130231	0.036423157	0.002961628	0.013624076	0.000454178	0	0.118182135	0	0.004355099	0	0	0	0.031192744	0	0.029165991	0	0.000108704	0.000608342	0	0.003831679	0	0.014385319	0	0.001083355	0.018411886	0.000280336	0	0	0	0.012721718	0	0.004492321	0	0.002589214	0	0	0.000160899	0	0.005595881	0	0	0	0.002321085	0.000106389	0	0.020483047	0	3.32531E-05	0	0.000240453	0	0	0	0	0.013292071	0.000274338	0	0	0	0.002193861	0	0	0.00990773	0	0	0.002019703	0	0	0	0.040975775	0	0.000716204	0.002642251	0	5.26156E-06	0.001746102	0.000206043	0.000875103	0	0	0	0	0	0.016353143	0	0	0	0	0	0.000330216	0	0.000292017	0.000981386	0	0	0	0	0.006028486	0	0	0	0	0.000499322	0	0	0	0	0	0	0	0	0.000909934	0	0	0	0.000877944	0	0	0	0	0.00041398	0	0	0	0	0	0.002432946	0	0	0	0.000369993	0.00182955	0	0	0	0	0	0	0.000289912	0	0
